call_id,original_audio_file,source,duration_seconds,total_words,agent_words,customer_words,other_words,agent_talk_time_seconds,customer_talk_time_seconds,other_talk_time_seconds,talk_ratio_agent,num_speakers,has_other_speaker,roles_detected,num_utterances,mean_confidence,is_rpc,ptp_logrado,num_objeciones,num_objeciones_resueltas,alternativas_ofrecidas,tono_predominante_agente,peticiones_aclaracion_cliente,justificacion_breve,claridad_mensaje,tasa_resolucion_objeciones,duracion_total_segundos,talk_ratio_agente
humano_12,2e50e9db-53c9-4472-ad05-1ba1032dd707.wav,humano,123.4,240,111,129,0,37.28,43.92,0.0,0.3021,2,False,"Agente, Cliente",27,0.92,False,False,1,0,0,neutro_formal,0,"No se confirmó la identidad del titular, no hubo promesa de pago, el cliente expresó una objeción sobre no haber visto el correo y su disponibilidad, el agente no resolvió la objeción ni ofreció alternativas de pago, mantuvo un tono protocolario y no hubo peticiones de aclaración.",1.0,0.0,123.4,0.3021
humano_13,306c762c-73a1-4690-962d-53f1a14f05b6.wav,humano,132.6,330,190,140,0,61.37,47.73,0.0,0.4629,2,False,"Agente, Cliente",25,0.9323,False,False,2,0,0,neutro_formal,0,"El interlocutor es un familiar que habla en nombre de la titular, por lo que no se confirma contacto con el titular; no se obtuvo promesa de pago; se identifican dos objeciones (acuerdo ya pagado y falta de respuesta a documentos) que no fueron resueltas; el agente no ofreció alternativas de pago; su tono es neutro y formal; no hubo peticiones de aclaración por parte del cliente.",1.0,0.0,132.6,0.4629
humano_14,336a8602-1b56-4ca6-9dcc-7491b9a92a8a.wav,humano,76.0,193,87,106,0,25.94,31.52,0.0,0.3414,2,False,"Agente, Cliente",14,0.9484,True,True,1,1,1,empatico_profesional,0,"Se confirmó que la interlocutora es la titular (señora Berenice). El cliente aceptó pagar el 15 de julio, cumpliendo la promesa de pago. Se registró una objeción (calamidad) que fue resuelta al ofrecer una nueva fecha de pago y envío de medios, contabilizando una alternativa de negociación. El agente mantuvo tono empático y profesional. No hubo peticiones de aclaración por parte del cliente.",1.0,1.0,76.0,0.3414
humano_15,380f5075-47be-435f-b595-7e2c48dbb21b.wav,humano,74.56,185,140,45,0,39.54,16.56,0.0,0.5303,2,False,"Agente, Cliente",14,0.9512,False,False,1,1,0,neutro_formal,0,"El cliente no se identifica como titular (se presenta como Daniela), por lo que no se confirma contacto con el deudor; no se obtuvo compromiso de pago; se registró una objeción sobre no recibir el mensaje por WhatsApp, la cual el agente intentó resolver ofreciendo reenviar el mensaje; no se ofrecieron alternativas de pago y el tono del agente fue formal y protocolario sin carga emocional; no hubo peticiones de aclaración por parte del cliente.",1.0,1.0,74.56,0.5303
humano_16,38482ca0-4501-4b4c-99b5-16313e8eb12f.wav,humano,299.5,816,590,226,0,176.9,70.65,0.0,0.5906,2,False,"Agente, Cliente",70,0.9344,True,False,1,0,3,neutro_formal,0,"El cliente confirmó ser el deudor, pero no aceptó la oferta y no se comprometió a pagar; se registró una objeción que no fue resuelta y el agente ofreció descuento, cuotas y posibilidad de contra‑propuesta, manteniendo un tono formal y sin preguntas de aclaración.",1.0,0.0,299.5,0.5906
humano_17,440cb585-d675-4ed9-afa4-934e2a0aae90.wav,humano,201.9,489,275,214,0,72.32,71.72,0.0,0.3582,2,False,"Agente, Cliente",46,0.9178,True,False,5,0,0,empatico_profesional,0,"El cliente confirmó ser la deudora, pero no se comprometió a pagar; expresó cinco objeciones relacionadas con salud, falta de fondos e incertidumbre, ninguna fue resuelta y el agente solo dejó anotación sin ofrecer alternativas flexibles, manteniendo un tono empático y profesional.",1.0,0.0,201.9,0.3582
humano_18,50e0f632-d195-4476-b049-3720482d65d9.wav,humano,116.42,210,110,100,0,25.04,35.48,0.0,0.2151,2,False,"Agente, Cliente",17,0.8782,False,False,0,0,0,neutro_formal,1,No se confirmó que la persona que habla sea el titular de la deuda; no hubo compromiso de pago ni oferta de alternativas; no se identificaron objeciones del cliente; el agente mantuvo un tono neutro y formal; se registró una única petición de aclaración (¿Cómo?) por parte del cliente.,0.5,,116.42,0.2151
humano_19,635a7986-ddd2-47f3-a6de-82a217053afa.wav,humano,166.74,327,247,75,5,80.96,26.88,2.72,0.4855,3,True,"Agente, Cliente, Otro",40,0.943,True,True,3,3,2,empatico_profesional,0,"Se confirmó que el cliente es el titular, aceptó pagar el 30 de agosto tras que el agente ofreciera extensión de fecha y opción de abono; se registraron tres objeciones (falta de dinero y gasto inesperado) todas resueltas; se ofrecieron dos alternativas (abono parcial y prórroga).",1.0,1.0,166.74,0.4855
humano_20,63b9a147-5c33-40ba-87c7-124e4be56cda.wav,humano,243.4,315,315,0,0,112.83,0.0,0.0,0.4635,1,False,Agente,44,0.9049,False,False,0,0,2,rigido_robotico,0,"No hay respuesta del cliente, por lo tanto no se confirma titularidad ni compromiso de pago; no se registran objeciones ni aclaraciones; el agente solo ofrece dos métodos de pago y mantiene un tono monótono y scriptado.",1.0,,243.4,0.4635
humano_21,66c2db61-5a3d-4020-a90a-007a029d0879.wav,humano,137.76,288,209,79,0,70.8,20.1,0.0,0.5139,2,False,"Agente, Cliente",38,0.9481,False,True,1,1,1,empatico_profesional,0,"No se confirmó explícitamente que el interlocutor sea el titular, pero el cliente se comprometió a pagar mañana vía plataforma online; expresó una objeción (imposibilidad de pagar hoy) que fue resuelta con la alternativa de pago en línea; el agente mantuvo tono empático y profesional y no hubo peticiones de aclaración.",1.0,1.0,137.76,0.5139
humano_22,67197ac4-63d9-4567-9e89-896e715ab906.wav,humano,395.24,1066,600,466,0,179.38,130.28,0.0,0.4538,2,False,"Agente, Cliente",83,0.8882,True,False,5,5,2,neutro_formal,0,"Se confirmó que el cliente es el titular; no se obtuvo una fecha concreta de pago, solo una intención de pagar; se identificaron cinco objeciones del cliente, todas fueron atendidas por el agente mediante explicación, oferta de cuotas y sugerencia de acudir a la oficina; se ofrecieron dos alternativas (plan de cuotas y visita a oficina); el tono del agente fue mayormente formal y protocolario; no hubo peticiones de aclaración explícitas.",1.0,1.0,395.24,0.4538
humano_23,6854b6cc-c858-4dd4-b326-b7d6fe55843a.wav,humano,160.78,266,202,64,0,76.72,23.52,0.0,0.4772,2,False,"Agente, Cliente",52,0.9265,True,True,0,0,0,empatico_profesional,1,Se confirmó que la persona que habla corresponde al titular al validar su correo; el cliente aceptó pagar hoy; no se detectaron objeciones; el agente solo reenvió el acuerdo sin ofrecer opciones de pago; tono empático y profesional; una sola petición de aclaración por parte del cliente.,0.5,,160.78,0.4772
humano_24,693045ed-afc8-4c9c-9eee-f7e34281fb16.wav,humano,177.64,376,225,151,0,78.85,49.51,0.0,0.4439,2,False,"Agente, Cliente",49,0.847,True,False,1,0,1,neutro_formal,0,El cliente confirmó ser el titular y manifestó incapacidad de pago por enfermedad y desempleo (una objeción). El agente ofreció un pago único de 1000 pesos (una alternativa) pero no logró resolver la objeción ni obtuvo promesa de pago. El tono fue mayormente formal y protocolario sin agresividad ni alta empatía. No hubo peticiones de aclaración por parte del cliente.,1.0,0.0,177.64,0.4439
humano_25,6bbff5d5-7d85-4587-94d9-4e44d4e4055b.wav,humano,294.54,687,637,50,0,206.07,19.44,0.0,0.6996,2,False,"Agente, Cliente",71,0.9529,True,False,1,1,4,neutro_formal,0,"El agente contactó al titular, quien confirmó su identidad implícitamente; no se obtuvo una nueva promesa de pago; el cliente objetó la falta de documento, que el agente resolvió enviando la información; se ofrecieron varias opciones de pago y flexibilidad, y el tono fue formal y protocolario sin agresividad ni alta empatía; no hubo peticiones de aclaración.",1.0,1.0,294.54,0.6996
humano_26,73ddf5ba-7005-41a6-88b5-be98fb909764.wav,humano,145.24,285,194,91,0,64.47,27.52,0.0,0.4439,2,False,"Agente, Cliente",37,0.9345,True,True,1,1,1,empatico_profesional,2,"El cliente confirmó ser el deudor, aceptó pagar el 28/29 de agosto tras la objeción de falta de fondos; el agente ofreció extensión de fecha y envío de acuerdo, resolviendo la objeción con tono empático y profesional, y el cliente realizó dos peticiones de aclaración.",0.3333,1.0,145.24,0.4439
humano_27,74aa7e2d-4d44-45cc-a3e5-97fb9383a960.wav,humano,118.26,242,242,0,0,88.12,0.0,0.0,0.7452,1,False,Agente,31,0.9644,False,False,0,0,1,rigido_robotico,0,"El agente habla todo el tiempo sin recibir respuesta del cliente; no se confirma la identidad del deudor, no hay promesa de pago, ni objeciones, y el discurso es monótono y scriptado, por lo que se clasifica como contacto no titular, sin PTP, tono rígido y una sola alternativa (plan de cuotas).",1.0,,118.26,0.7452
humano_28,74b16f62-f04d-42c8-9872-ea9b9ed1dd75.wav,humano,643.48,1616,1122,494,0,383.76,152.46,0.0,0.5964,2,False,"Agente, Cliente",135,0.9072,True,False,9,0,4,neutro_formal,0,"Se confirmó que la persona que habla es la deudora (habla de su deuda y situación familiar). No se obtuvo compromiso de pago; el cliente manifestó múltiples objeciones y ninguna fue resuelta con acuerdo. El agente ofreció cuatro alternativas (pago de 500k, 12 cuotas, envío de acuerdo por email, congelar intereses). El tono fue mayormente formal y protocolario. No hubo peticiones de aclaración.",1.0,0.0,643.48,0.5964
humano_29,77d258d0-9b2e-4086-b624-f280eed0957b.wav,humano,283.16,699,433,257,9,146.24,74.39,3.68,0.5164,3,True,"Agente, Cliente, Otro",72,0.9235,True,True,4,4,3,empatico_profesional,3,"El agente confirmó que hablaba con el titular, obtuvo una promesa de pago para el 15 de agosto, manejó cuatro objeciones sobre falta de dinero y flujo de caja, resolviéndolas con un nuevo plazo, opción de cuotas y pagos parciales; ofreció varios canales y mostró tono empático y profesional; el cliente solicitó aclaraciones tres veces.",0.25,1.0,283.16,0.5164
humano_30,7ea6c8f3-f6f7-42e8-8034-701caa6e62aa.wav,humano,129.88,289,183,106,0,50.33,31.85,0.0,0.3876,2,False,"Agente, Cliente",29,0.925,True,False,2,0,0,rigido_robotico,1,"Se confirmó que la interlocutora es la titular (Claudia). No se obtuvo un compromiso firme de pago con fecha concreta, por lo que ptp_logrado es false. El cliente manifestó dos objeciones relacionadas con falta de fondos. El agente no resolvió esas objeciones ni ofreció alternativas de negociación, limitándose a repetir información y enviar datos por WhatsApp. El tono del agente fue monótono y rígido, sin empatía ni confrontación. Sólo una petición de aclaración fue detectada.",0.5,0.0,129.88,0.3876
humano_31,82ee7afd-e2d3-4cfe-b82e-f7920f57f7ab.wav,humano,186.02,374,219,155,0,84.67,52.08,0.0,0.4552,2,False,"Agente, Cliente",44,0.9143,False,False,4,0,2,neutro_formal,0,"El cliente nunca confirmó su nombre, por lo que no se verifica que sea el titular (is_rpc false). No se obtuvo compromiso de pago (ptp_logrado false). Se identificaron cuatro objeciones distintas del cliente y ninguna fue superada por el agente. El agente ofreció dos alternativas de negociación (descuento con cuotas y acuerdo a largo plazo). El tono fue mayormente formal y protocolario. No hubo peticiones de aclaración por parte del cliente.",1.0,0.0,186.02,0.4552
humano_32,91b9fd77-d5d5-408f-ac90-fd78080780da.wav,humano,81.64,181,112,69,0,33.01,22.72,0.0,0.4043,2,False,"Agente, Cliente",14,0.9221,True,False,2,0,0,neutro_formal,0,"Se confirmó que el interlocutor es el titular, no se obtuvo compromiso de pago, se registraron dos objeciones (falta de fondos y desconocimiento del cobro) sin resolución ni ofertas del agente, tono mayormente formal y sin peticiones de aclaración.",1.0,0.0,81.64,0.4043
humano_33,92778da9-c37a-4eee-9ca5-81f835e7c5a4.wav,humano,176.56,448,142,306,0,47.93,88.95,0.0,0.2715,2,False,"Agente, Cliente",37,0.949,True,False,1,1,0,neutro_formal,0,"El cliente confirmó ser el titular y manifestó que ya había cancelado la deuda, lo que constituye una objeción que el agente resolvió al ofrecer registrar el pago vía WhatsApp; no se obtuvo una nueva promesa de pago ni se ofrecieron planes de pago, y el tono del agente fue mayormente formal y protocolario.",1.0,1.0,176.56,0.2715
humano_34,93d0abfc-ece6-488b-bee8-950abb980520.wav,humano,175.46,299,197,102,0,78.97,42.51,0.0,0.4501,2,False,"Agente, Cliente",49,0.9148,True,True,0,0,0,neutro_formal,4,El cliente confirma ser el titular y se compromete a pagar; no se registran objeciones; el agente solo brinda datos de contacto sin ofrecer alternativas de pago y mantiene un tono formal y protocolario; se contabilizan cuatro solicitudes de aclaración del cliente.,0.2,,175.46,0.4501
humano_35,9919c667-3ebe-4e77-98a6-58623c85f678.wav,humano,152.86,389,281,108,0,79.96,33.6,0.0,0.5231,2,False,"Agente, Cliente",31,0.9316,True,True,1,1,0,neutro_formal,4,"Se confirmó que el interlocutor era el titular (señor Cristian). El cliente aceptó la segunda cuota y no indicó rechazo, por lo que se consideró un compromiso de pago. Hubo una objeción sobre posible estafa, que el agente aclaró explicando la titularidad de la cartera y ofreciendo validar con BBVA y enviar el correo, resolviéndola. No se ofrecieron alternativas de pago flexibles. El tono del agente fue protocolario y respetuoso, sin carga emocional marcada. Se detectaron cuatro solicitudes de aclaración del cliente sobre certificación, correo y recepción de información.",0.2,1.0,152.86,0.5231
humano_36,a3383d00-b984-4cb8-845b-77e19c520ffd.wav,humano,135.16,296,202,94,0,60.12,34.3,0.0,0.4448,2,False,"Agente, Cliente",29,0.9495,False,True,2,2,2,empatico_profesional,0,"No se confirmó explícitamente que el interlocutor sea el titular, pero el cliente aceptó el pago propuesto tras recibir un descuento y extensión de plazo.",1.0,1.0,135.16,0.4448
humano_37,ab2ac983-c562-4f79-a570-ee22de052d88.wav,humano,350.68,771,573,198,0,197.54,75.58,0.0,0.5633,2,False,"Agente, Cliente",90,0.8918,True,True,1,1,2,neutro_formal,1,"Se confirmó que el cliente es titular, aceptó pagar 480000 mañana a las 4 pm, mostró una objeción inicial que fue resuelta con la propuesta de aplazamiento, se ofrecieron al menos dos alternativas (fecha de pago y envío de acuerdo), el agente mantuvo tono formal y neutro, y el cliente solicitó una aclaración sobre el procedimiento.",0.5,1.0,350.68,0.5633
humano_38,ae0573ba-193e-42ac-bcc8-4c376a122f8e.wav,humano,308.64,723,411,312,0,127.31,97.24,0.0,0.4125,2,False,"Agente, Cliente",73,0.9107,True,True,0,0,1,empatico_profesional,8,"El agente confirmó que hablaba con la titular (Jenny), obtuvo su aceptación para pagar 680000 pesos el 15 de julio (promesa de pago), no se registraron objeciones, solo se ofreció un descuento como herramienta de negociación, el tono fue cálido y profesional, y el cliente realizó ocho preguntas de aclaración sobre método de pago, correo y detalles del acuerdo.",0.1111,,308.64,0.4125
humano_39,b7318057-111f-4bd0-adbc-943bd06ce4e0.wav,humano,285.6,585,469,116,0,161.83,42.64,0.0,0.5666,2,False,"Agente, Cliente",63,0.9471,False,True,0,0,4,empatico_profesional,1,"No se obtuvo confirmación explícita de que el interlocutor sea el titular, por lo que is_rpc es false. El cliente aceptó pagar la primera cuota el 17 de julio y la segunda el 15 de agosto, cumpliendo con ptp_logrado. No se registraron objeciones del cliente. El agente ofreció descuento del 10 %, opción de pago total, pago en dos cuotas y flexibilidad de fechas, sumando cuatro alternativas. El tono del agente fue empático y profesional. Se detectó una única petición de aclaración (""¿YYY qué?"").",0.5,,285.6,0.5666
humano_40,b954108b-c0c2-45e8-9032-1a3e87d60778.wav,humano,105.46,191,127,64,0,49.2,22.24,0.0,0.4665,2,False,"Agente, Cliente",32,0.9016,False,False,3,0,1,rigido_robotico,5,"El agente no contactó al titular, por lo que is_rpc es false; no se obtuvo promesa de pago; el cliente expresó tres objeciones (no está aquí, no conoce el teléfono, cuestiona el interrogatorio) sin que fueran resueltas; el agente ofreció un descuento como única alternativa; su tono fue rígido y robotizado; el cliente solicitó aclaraciones cinco veces.",0.1667,0.0,105.46,0.4665
humano_41,c067f714-3f61-478d-90da-b366c1f4da54.wav,humano,88.44,221,128,93,0,34.96,33.24,0.0,0.3953,2,False,"Agente, Cliente",21,0.9083,True,False,0,0,0,neutro_formal,0,"Se confirmó que el interlocutor es el titular (José Torres). No se obtuvo compromiso explícito de pago, por lo que ptp_logrado es false. No se detectaron objeciones ni peticiones de aclaración. El agente mantuvo un tono formal y protocolario sin ofrecer alternativas de negociación.",1.0,,88.44,0.3953
humano_42,c5d3d94f-8e64-459a-9794-509fc000611a.wav,humano,109.82,115,58,57,0,19.2,16.88,0.0,0.1748,2,False,"Agente, Cliente",12,0.9386,True,False,0,0,0,neutro_formal,0,"El agente confirmó el nombre del cliente, no se habló de pago ni hubo objeciones; no se ofrecieron alternativas y el tono fue neutro y formal.",1.0,,109.82,0.1748
humano_43,ce33bc23-16ba-43ec-afc5-9eac1cf0bf98.wav,humano,1233.2,2734,1994,740,0,707.98,265.82,0.0,0.5741,2,False,"Agente, Cliente",341,0.8775,True,True,7,2,12,neutro_formal,6,"No se confirmó la identidad del titular, no hubo compromiso de pago, el cliente no expresó objeciones, el agente ofreció una única alternativa de pago único con condonación de intereses, mantuvo un tono protocolario y el cliente solicitó aclaración una vez al preguntar ""¿cómo es, cómo es?"" [...] El cliente parece ser el titular (habla directamente del número y la deuda) pero no hay compromiso de pago ni objeciones claras; el agente solo repite información y ofrece enviar documentos, sin mostrar empatía, por lo que se clasifica como rígido/robótico.",0.1429,0.2857,1233.2,0.5741
humano_44,d741fe26-bbd4-41ab-a3c5-0c94791c6a1f.wav,humano,304.24,726,612,114,0,196.61,38.64,0.0,0.6462,2,False,"Agente, Cliente",63,0.9369,True,True,0,0,1,empatico_profesional,0,"El agente confirmó que la persona que contestó es la titular (Ivonne Torres), obtuvo un compromiso de pago en tres cuotas con fechas específicas, no se detectaron objeciones del cliente y solo se ofreció la opción de pago en cuotas como alternativa de negociación; el tono fue cordial y comprensivo, y el cliente no solicitó aclaraciones repetitivas.",1.0,,304.24,0.6462
humano_45,e76a6feb-b941-4dfc-aebf-4288c13c539c.wav,humano,208.44,407,298,109,0,100.06,36.0,0.0,0.48,2,False,"Agente, Cliente",60,0.9044,True,True,0,0,1,neutro_formal,3,"El cliente confirmó ser el titular y aceptó pagar el 4 de agosto, sin objeciones al pago; el agente ofreció posponer el pago a esa nueva fecha (una alternativa de negociación); el tono del agente fue mayormente formal y neutro; el cliente pidió aclaraciones tres veces.",0.25,,208.44,0.48
humano_46,e7d964af-28a2-47e1-8fa2-dcab580267c0.wav,humano,126.5,264,201,63,0,64.46,17.05,0.0,0.5096,2,False,"Agente, Cliente",29,0.9381,True,False,1,1,2,empatico_profesional,1,"Se confirmó que la interlocutora es la deudora (se dirige por nombre), no hubo promesa de pago concreta, el cliente expresó una objeción sobre el monto y el agente la resolvió ofreciendo descuento y cuotas, se ofrecieron dos alternativas, el tono fue empático y profesional, y el cliente pidió aclaración una vez.",0.5,1.0,126.5,0.5096
humano_47,e98181dc-2d7b-41ea-9524-59c721651a39.wav,humano,152.4,336,293,43,0,94.32,15.28,0.0,0.6189,2,False,"Agente, Cliente",50,0.911,True,False,1,1,2,rigido_robotico,3,"El cliente parece ser el titular de la deuda, pero no confirmó un compromiso de pago concreto; solo expresó que no pagaría hoy y el agente ofreció una fecha posterior y opciones de envío del documento, resolviendo la objeción. El agente siguió guion sin mostrar empatía, por lo que su tono es rígido/robótico. Se contabilizaron tres solicitudes de aclaración del cliente.",0.25,1.0,152.4,0.6189
humano_48,eaaa5092-71c6-47ba-8c34-9fa95854812a.wav,humano,209.58,403,320,83,0,110.68,25.68,0.0,0.5281,2,False,"Agente, Cliente",46,0.9505,True,True,4,2,4,neutro_formal,0,"Se confirmó que el interlocutor es el titular (Max). El cliente aceptó pagar la primera cuota entre el 1 y 5 de agosto, constituyendo un PTP. Se identificaron 4 objeciones (acuerdo anterior, falta de fondos, desempleo, confusión por calamidad). El agente resolvió 2 (desempleo y confusión) al ofrecer montos menores y flexibilidad de fecha. Ofreció 4 alternativas: pago en 12 cuotas, propuesta de 350000, propuesta de 300000 y aplazamiento de la fecha de pago. El tono fue neutro y formal. No hubo peticiones de aclaración.",1.0,0.5,209.58,0.5281
humano_49,f613df46-85a0-46bd-a148-7826aac2451c.wav,humano,276.52,635,523,112,0,178.61,34.65,0.0,0.6459,2,False,"Agente, Cliente",78,0.891,True,False,4,0,2,neutro_formal,0,"El agente confirmó que hablaba con la titular (señora Jennifer), pero la cliente nunca se comprometió a pagar; expresó varias objeciones sobre falta de empleo y capacidad de pago que no fueron resueltas, y el agente ofreció dos alternativas de pago (descuento en dos cuotas y plan de 12 cuotas). El tono fue mayormente formal y protocolario sin agresividad ni alta empatía, y no hubo peticiones de aclaración por parte del cliente.",1.0,0.0,276.52,0.6459
humano_50,f75a5ac6-d705-47f3-9ab1-f9e7aad6eab6.wav,humano,141.12,345,226,119,0,69.92,35.33,0.0,0.4955,2,False,"Agente, Cliente",35,0.89,True,True,0,0,2,empatico_profesional,0,"Se confirmó que el interlocutor es el titular de la deuda, el cliente aceptó pagar el sábado, no presentó objeciones, el agente ofreció dos alternativas (organizar pago de 400 y pactar fecha sábado) y mantuvo un tono empático y profesional; no hubo peticiones de aclaración.",1.0,,141.12,0.4955
ia_01,07c816c7-cb2b-4178-ab85-e501f1c38bd9.wav,ia,141.92,323,290,33,0,83.24,13.84,0.0,0.5865,2,False,"Agente, Cliente",33,0.9443,True,False,1,0,1,empatico_profesional,1,El cliente confirmó ser el deudor implícitamente al hablar de su falta de dinero; no se obtuvo promesa de pago; solo una objeción (falta de fondos) que no fue resuelta; el agente ofreció un descuento como alternativa; tono mostró empatía y profesionalismo; el cliente pidió aclaración una vez al inicio.,0.5,0.0,141.92,0.5865
ia_02,0aef8aeb-0086-4f38-b53d-a771fc949c2b.wav,ia,83.4,163,142,12,9,47.93,5.2,3.92,0.5748,3,True,"Agente, Cliente, Otro",26,0.9551,True,False,1,0,2,neutro_formal,1,"Se confirmó al cliente titular, no hubo promesa de pago, una objeción (rechazo) sin resolución, se ofrecieron descuento y plan de 3 cuotas, tono formal y una solicitud de aclaración del cliente.",0.5,0.0,83.4,0.5748
